codigo_4,descripcion;
M70.3,Otras bursitis del codo;
M70.4,Otras bursitis prerrotulianas;
M70.5,Otras bursitis de la rodilla;
M70.6,Bursitis del trocánter;
M70.7,Otras bursitis de la cadera;
M70.8,Otros trastornos de los tejidos blandos rela.cionados con el;
M70.9,Trastorno no especificado de los tejidóos blandos;
M71.0,Absceso de la bolsa sinovial;
M71.1,Otras bursitis infecciosfas d;
M71.2,–M71.3) n;
M71.3,) n;
"M71.5,""Oatras bursitis, nso clasificadas en otra parte""";
M71.8,Otros trastornos especificados de la bolsa serosa;
M71.9,);
M72.0,) 596;
M72.1,Nódulos interfalángicos;
M72.2,Fibromatosis de la aponeurosis plantar;
M72.4,Fibromatosis seudosarcomatosa;
M72.6,Fascitis necrotizante;
M72.8,Otros trastornos fibroblásticos n;
"M72.9,""Trastorno fibroblaástico, no espeecificado""";
M73.0,*) ;
M73.1,*s) ;
M73.8,* Otrocs trastornos de los tejidos bOlandos en enfermedades;
M75.1,) d M;
M75.2,Tendinitis del bíceps;
M75.3,) c;
M75.4,Síndrome de abducción dolorosa del hombro;
M75.5,) entesopatías (M76–M77);
M75.8,Otras lesiones del hombro;
"M75.9,""Lesión del hombro, no especificada""";
M76.0,Tendinitis del glúteop s;
M76.1,Tendinitis del psoaas e;
M76.2,Espolón de la cresta iliaca;
M76.3,);
M76.4,) U r d;
M76.5,Tendinitis rotulsiana r;
M76.6,rTendinitis anquiliana e /;
"M76.8,""Otras entesopatía s del miembroO inferior, excluido el pie""";
M77.0,Epicondilitis media;
M77.1,Epicondilitis lateral;
M77.2,Periartritis de la muñeca;
M77.3,Espolón calcáneo;
M77.4,Metatarsalgia;
M77.5,Otras entesopatías del pie;
"M77.8,""Otras entesopatías, no clasificadas en otra. parte""";
M77.9,);
"M79.0,""Reumatismeo , no especificiado o S""";
M79.1,) d a;
M79.2,) n;
M79.3,) t e e;
M79.4,Hipertrofia de paquete adiposo (infrarrotuliano);
M79.5,Cuerpo extraño residual en tejido blando;
M79.6,Dolor en miembro;
M79.7,Fibromialgia;
M79.8,Otros trastornos especificados de los tejidos blandos;
"M79.9,""Trastorno de los tejidos blandos, no especif icado""";
"M80.0,""Osteoporosis postmenopáusica, con fractura patológica""";
M80.1,) f;
"M80.2,""Ostecoporosis por desuso, con fractura patológica""";
"M80.3,""Oasteoporosis posr malabsorción postquirúrgica, con fractura""";
"M80.4,""Osteoporosis inducida por drogas, con fractura patológica""";
"M80.5,""Osteoporosis idiopática, con fractura patológica""";
"M80.8,""DOtras osteoporosis, con fractura patológica""";
"M80.9,""Osteoporosis no especificada, con fractura patológica""";
"M81.0,""Osteoporosis postmenopáusica, sin fractura patológica""";
"M81.1,""Osteoporosis postooforectomía, sin fractura patológica""";
"M81.2,""Osteoporosis por desuso, sin fractura patológica""";
M81.3,) r;
"M81.4,""Osteoporosis inducida por drogas, sin frac.tura patológic a""";
"M81.5,""Osteoporosis idiopática, sin fracturia patológica""";
"M81.6,""Osteoporosis localizada [Lequeasne], sin fractuura patológicar""";
"M81.8,""Otras osteoporosis, sin fraictura patológic a v""";
"M81.9,""Osteoporosis no esppecificada, sin fractura patol ófgica""";
M82.0,* Osteo porosis en mienlomatosis múaltiple (C90.0†);
M82.1,* Osateoporosis en trastornos endocrinos (E00–OE34†);
M82.8,* iOsteoporosis en otras enfermedades clasificadas en otra;
M83.0,Osteomalacia puerperal;
M83.1,Osteomalacia senil;
M83.2,) o;
M83.3,Osteomalacia del adulto debida a desnutrición;
M83.4,Enfermedad de los huesos por aluminio;
M83.5,Otras osteomalacias del adulto inducidas por drogas;
M83.8,Otras osteomalacias del adulto;
"M83.9,""Osteomalacia del adulto, no especificada""";
M84.0,Consolidación defectuosa de fracctura c;
M84.1,Falta de consolidación de fractura [seudoartrosis];
M84.2,Consolidación retardada cde fractura e;
"M84.3,""Fractura por tensión, no clasificada en otra partef""";
M84.4,) al vértebra ciolapsada SAI (Mv48.5) O;
M84.8,Otrols trastornos ide la continuidvad del hueso;
"M84.9,""iTrastorno de la continuidad drel hueso, no especificado""";
M85.1,Fluorosis del esqueleto;
M85.2,Hiperostosis del cráneo;
M85.3,Osteítis condensante;
M85.4,Quiste óseo solitario;
M85.5,Quiste óseo aneurismático;
M85.6,Otros quistes óseos;
M85.8,Otros trastornos especificados de la densidad y de la;
"M85.9,""Trastorno de la densidad yi de la estructur a óseas, no v""";
M86.3,Osteomielitis multifocal crónica;
M86.4,Osteomielitis crónica con drenaje del seno;
M86.5,Otras osteomielitis hematógenas crónicas;
M86.6,Otras osteomielitis crónicas;
M86.8,Otras osteomielitis;
"M86.9,""Osteomielitis, no especificada""";
M87.0,Necrosis aséptica idiopática ósea n;
M87.1,Osteonecrosis debida a drogas ó;
M87.2,Osteonecrosis debida a traumatismo previo;
M87.3,Otras osteonecrosis secucndarias e;
M87.8,Otras osteonecrosis;
"M87.9,""Osteonecrosis, no especificada s""";
M88.0,Enflermedad de Piaget del cráneov;
M88.8,Enfermedad des Paget de otrors huesos;
"M88.9,""rEnfermedadn ósea de Pagete, huesos no e/specificados""";
M89.0,) t e e;
M89.2,Otros trastornos del desarrollo y crecimiento óseo;
M89.3,Hipertrofia del hueso;
M89.4,†);
M89.5,Osteólisis;
M89.6,Osteopatía a consecuencia de poliomielitis;
M89.8,Otros trastornos especificados del hueso;
"M89.9,""Trastorno del hueso, no especificado""";
M90.0,*);
M90.1,*) ;
M90.2,*) ;
M90.3,* Ostleonecrosis eni la enfermedadv causada por;
M90.4,* rOsteonecronsis debida a heemoglobinopat/ía (D50–D64†);
M90.5,* Osteoneócrosis en otras enfermedades clasificadas en otra;
M90.6,* Osteítis deforman te en enfermeOdad neoplásica (C00–D48†);
M90.7,*i Fractura óshea en enfermeadad neoplásica (C00–D48†);
M91.0,Osteocondrosis juvenil de la pealvis u r;
M91.1,Osteocondrosis juvenil de la cabeza del fém ur;
M91.2,) a;
M91.3,Pseudocoxalgia;
M91.8,Otras osteoconsdrosis juveniles de la cadera y de la pelvis;
M92.1,DOsteocondrosis juvenil del cúbito y del radio;
M92.2,Osteocondrosis juvenil de la mano;
M92.3,Otras osteocondrosis juveniles del miembro superior;
M92.4,Osteocondrosis juvenil de la rótula;
M92.5,Osteocondrosis juvenil de la tibia y del pero né;
M92.6,Osteocondrosis juvenil del tarsao u r;
M92.7,Osteocondrosis jauvenil del meetatarso;
M92.8,Otras osteocondrosins juveniles esapecificadas;
"M92.9,""iOsteocondro sis juvenil, no erspecificada""";
M93.0,) c;
M93.2,) trastornos de la rótula (M22.–);
M93.8,Otras osteocondropatías especificadas;
"M93.9,""Osteocondropatía, no especificada""";
M94.0,Síndrome de la articulación condrocostal [Tietze];
M94.1,Policondritis recidivante;
M94.2,Condromalacia;
M94.3,Condrólisis ó;
M94.8,Otros trastornos especificados del cartílago c;
"M94.9,""Trastorno del cartílago, no espeacificado u r""";
M95.0,iDeformidadh adquirida de ala nariz;
M95.1,);
M95.2,Otras deformidades adquiridas de la cabeza;
M95.3,Deformidad adquirida del cuello;
M95.4,Deformidad adquirida de costillas y tórax;
M95.5,Deformidad adquirida de la pelvis;
M95.8,Otras deformidades adquiridas especificadas del sistema;
"M95.9,""Deformidad adquirida del sistema osteomuscular, no""";
M96.0,);
"M96.1,""Síndrome postlaminectomía, no clasifóicado en otra parte""";
M96.2,Cifosis postradiación i;
M96.3,Cifosis postlaminectomía a u r;
M96.4,Lordosis postquirúrgica t l o;
M96.5,Escoliosis postradiaciónc e;
M96.6,Fractura de hueso posaterior a inserción o implante;
M96.8,);
M96.9,Trasltornos osteoimusculares nov especificados consecutivos;
M99.0,Disfunción segmental o somática;
M99.1,Complejo de subluxación (vertebral);
M99.2,Subluxación con estenosis del canal neural;
M99.3,Estenosis ósea del canal neural;
M99.4,Estenosis del canal neural por tejido conjuntivo;
M99.5,Estenosis del canal neural por disco internvertebral;
M99.6,Estenosis ósea y subluxación de los aógujeros;
M99.7,Estenosis de los agujeros intervecrtebrales por tejido;
M99.8,Otras lesiones biomecánicias v;
"M99.9,""Lesión biomecánica, no especificadad a""";
N00.9,) r;
N08.0,*)  porO parotiditis;
N08.1,* Trastornos glomerulares en enfermiedades neoplásicas;
N08.2,* Trastornos glomerularesc en enfermedadees de la sangre y;
N08.3,*);
N08.4,* Trastornos glomerulares en otras enfermedades;
N08.5,* Trastornos glomerulares en trastornos sistémicos del tejido;
N08.8,* Trastornos glomerulares en otras enfermedades;
N11.0,Pielonefritis crósnica no obstrructiva asociada con reflujo;
N11.1,) l o;
N11.8,Oetras nefritis tubulointersticiales crónicas;
"N11.9,""Nefritis tubulointersticial crónica, sin otra especificación""";
N13.0,Hidronefrosis con obstruccción de la unieón urétero–pélvica;
"N13.1,""Hidronefrosis con epstrechez ureter al, no clasific ada en otra""";
N13.2,Hidronefroes is con obstruicción por cálcuolos del riñón yS del;
N13.3,Otrals hidronefrosiis y las no espvecificadas;
N13.4,rHidrourétern e /;
N13.5,) d a;
N13.6,) f;
N13.7,Uropatía asociada con reflujo vesicoureteral;
N13.8,Otras uropatías obstructivas y por reflujo;
"N13.9,""Uropatía obstructiva y por reflujo, sin otra especificación""";
N14.0,Nefropatía inducida por analgésicos;
"N14.1,""Nefropatía inducida por otras drogas, medi.camentos y""";
"N14.2,""Nefropatía inducida por drogas, medicóamentos y sustancias""";
N14.3,Nefropatía inducida por metalesa pesados u r;
"N14.4,""Nefropatía tóxica, no clasifictada en otra palrte o""";
N15.0,Nefropatía de los Balcanes s;
N15.1,Absceso renal y perirrenal;
N15.8,Otras enfeerm edades renailes tubulointerosticiales S;
"N15.9,""Enflermedad renail tubulointerstivcial, no especificada""";
N16.0,*) ;
N16.1,* Trastornos renales tubulointersticiales en enfermedades;
N16.2,* Trastornos renales tubulointersticiales en enfermedades;
N16.3,* Trastornos renales tubulointersticiales en e.nfermedades;
N16.4,*)o S;
N16.5,* Trastornos rencales tubulointnersticiales en srechazo de;
N16.8,* Trastorndos renales tub uflointersticialeds en otras M;
N17.0,Insuficiencia renal aguda con necrosis tubular;
N17.1,Insuficiencia renal aguda con necrosisó cortical aguda;
N17.2,Insuficiencia renal agudac con necrosis meedular;
N17.8,Otras insuficiencias renales agudas;
N17.9,) si desea identificar cualquier;
"N18.2,""Enfermedad renal crónica, etapa 2""";
N18.3,–N18.5†);
"N18.4,""DEnfermedad renal crónica, etapa 4""";
N18.5,†) a O;
"N18.9,""Enfermedad renal crónicac, no especificaeda""";
N20.0,) i;
N20.1,Cálculo del uréter;
N20.2,Cálculo del riñón con cálculo del uréter;
N20.9,) t e e;
N21.0,Cálculo en la vejiga;
N21.1,Cálculo en la uretra n;
N21.8,Otros cálculos de las vías urinarias inóferiores;
"N21.9,""Cálculo de las vías urinarias inferiores, no especcificado""";
N22.0,* [Cbáillhcaurlzoi adsei sla] s(B v6í5a.s0 †up)r inarias en essq uistosomias isf;
N22.8,* Cálculo de lasc vías urinariasn en otras enfersm edades;
N25.0,) U r d;
N25.1,) c;
N25.8,) r;
"N25.9,""Trastorno no especificado, resultante de la función tubular""";
"N27.0,""Riñón pequeño, unilateral f""";
"N27.1,""Riñón pequeño, bilateral a""";
"N27.9,""Riñón pequeñco, no especificnado s""";
N28.0,) a u r;
"N28.1,""Quiste de riñón, adquirido""";
N28.8,) Use código adicional si desea identificar la enfermedad rena l crónica asociada;
N28.9,) ó;
N29.0,* Sífilis renal tarcdía (A52.7†) n s;
N29.1,*);
N29.8,*) Seíndrome de;
N30.0,Cistitis aguda;
N30.1,Cistitis intersticial (crónica);
N30.2,Otras cistitis crónicas;
N30.3,TRIGONITIS;
N30.4,CISTITIS POR IRRADIACION;
N30.8,Otras cistitis;
"N30.9,""Cistitis, no especificada";
N31.0,VEJIGA NEUROPATICA NO INHIBIDA, NO CLASIFICADA EN OTRA PARTE;
N31.9,DISFUNCION NEUROMUSCULAR DE LA VEJIGA, NO ESPECIFICADA;
N32.0,Obstrucción de cuello de la vejiga;
N32.1,FISTULA VESICOINTESTINAL;
"N32.2,""Fístula de la vejiga, no clasificada en otra parte""";
N32.3,Divertículo de la vejiga;
"N32.4,""Ruptura de la vejiga, no traumática n""";
N32.8,Otros trastornos especificados de la vóejiga;
"N32.9,""Trastorno de la vejiga, noc especificado e""";
N33.0,CISTITIS TUBERCULOSA;
N33.8,* Trastornos de la vejiga fen otras enferdmedades clasificadas;
N34.1,Uretritis no específica;
N34.2,Otras uretritis;
"N34.3,""Síndrome uretral, no especificado""";
N35.0,Estrechez uretral postraumática;
"N35.1,""Estrechez uretral popstinfección, no clasificada e n otra parte""";
N35.8,Otras estrecheceas uretrales e;
"N35.9,""Estrechez uretcral, no especifnicada s""";
N36.0,Fístula de la uretra r;
N36.2,CARUNCULA URETRAL;
N36.3,Prolapso de la mucosa uretral;
N36.8,Otros trastornos especificados de la uretra;
"N36.9,""Trastorno de la uretra, no especificado""";
N37.0,URETRITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;
N37.8,OTROS TRASTORNOS URETRALES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;
N39.0,INFECCION DE VIAS URINARIAS, SITIO NO ESPECIFICADO;
N39.1,PROTEINURIA PERSISTENTE, NO ESPECIFICADA;
N39.2,PROTEINURIA ORTOSTATICA, NO ESPECIFICADA;
N39.3,INCONTINENCIA URINARIA POR TENSION;
N39.4,OTRAS INCONTINENCIAS URINARIAS ESPECIFICADAS;
N39.8,Otros trastornos especificados del sistema urinario;
"N39.9,""Trastorno del sistema urinario, no especificado""";
N40X,HIPERPLASIA DE LA PROSTATA;
N41.0,PROSTATITIS AGUDA;
N41.1,PROSTATITIS CRONICA;
N41.2,ABSCESO DE LA PROSTATA;
N41.3,PROSTATOCISTITIS;
N41.8,Otras enfermedades inflamatorias de la próstata;
"N41.9,""Enafermedad infslamatoria de la próstata, no esOpecificada""";
N42.0,Cálculo de la prós tata O;
N42.1,iCongestiónh y hemorragiaa de la próstata;
N42.8,Otros trastornos especificados de la próstata;
"N42.9,""Trastorno de la próstata, no especificado""";
N43.0,Hidrocele enquistado;
N43.1,Hidrocele infectado;
N43.2,Otros hidroceles;
"N43.3,""Hidrocele, no especificado""";
N43.4,Espermatocele;
N45.0,ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS CON ABSCESO;
N45.9,ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS SIN ABSCESO;
N48.0,LEUCOPLASIA DEL PENE;
N48.1,Balanopostitis;
N48.2,OTROS TRASTORNOS INFLAMATORIOS DEL PENE;
N48.3,PRIAPISMO;
N48.4,IMPOTENCIA DE ORIGEN ORGANICO;
N48.5,ULCERA DEL PENE;
N48.6,Induración plástica pdel pene f;
N48.8,Otros trastornos especificados del pene;
"N48.9,""Trast orno del pene, no especificado""";
N49.0,iTrastornosh inflamatorios ade vesícula seminal;
N49.2,Trastornos inflamatorios del escroto;
N49.8,Otros trastornos inflamatorios de los órganos genitales;
"N49.9,""Trastorno inflamatorio de órgano genital masculino, no""";
N50.0,Atrofia del testículo;
N50.1,Trastornos vasculares de los órganos genitales masculinos;
N50.8,);
N50.9,Trast orno no especinficado de los óarganos genitales;
N51.0,*) ;
N51.1,*)  gonocócica;
N51.2,*) ;
N51.8,* Otros trastornos de los órganos genitales masculinos en;
N60.0,Quiste solitario de lan mama a;
N60.1,Mastopatía quísstica difusa r;
N60.3,Faibroesclerosiss de mama;
N60.4,Ectasia de conducto mamario;
N64.0,Fisura y fístula del pezón t l o;
N64.1,Necrosis grasa de la mamca e;
N64.2,Atrofia de la mama p f;
N64.3,) s S;
N64.4,Mastodinia c n s;
N64.5,Otros signeo s y síntomas irelativos a la moama S;
N64.8,Otaros trastornoss especificados de la mama O;
N70.0,Salpingitis y ooforitis aguda;
N70.1,Salpingitis y ooforitis crónica;
"N70.9,""Salpingitis y ooforitis, no especificadas""";
N71.0,Enfermedad inflamaptoria aguda de l útero;
N71.1,Enfermedad inflaamatoria crónicea del útero;
"N71.9,""Enfermedad inflamatoria del útero, no especificada""";
N73.0,especificada como crónica;
N73.1,Parametritis y celulitis pélvica crónica;
N73.2,Parametritis y celulitis pélvica no especificada;
N73.3,–N73.5) f;
"N73.4,""Peritonitis pélvica crónica, femenina""";
N73.5,) f;
N73.6,) r n e /;
N73.8,Otras enfermedades inflamatorias pélvicas. femeninas;
"N73.9,""Enfermedad inflamatoria pélvica femenina, no especificada""";
N74.0,*) • órganos genitales masculinos† (N51.–*);
"N74.1,""*) Tuberculosis (de, del, de la)""";
N74.2,*) e;
N74.3,*) ;
N74.4,*) ;
N75.0,iQuiste de lha glándula de Baartholin;
"N75.9,""Enfermedad de la glándula de Bartholin, no especificada""";
N76.0,Vaginitis aguda;
N76.1,Vaginitis subaguda y crónica;
N76.2,Vulvitis aguda c;
N76.3,Vulvitis subaguda y crónicat l o;
N76.4,);
N76.5,Ulceración de la vagpina f;
N76.6,Ulceración de la avulva e a;
N76.8,Otras inflamacciones especifincadas de la vasgina y de la vulva;
N77.0,–N77.1*);
N77.1,*) • masculino† (N51.–*);
N77.8,* Ulceración e inflamación vulvovaginal en otras;
N80.0,Endometriosis del útero n;
N80.1,Endometriosis del ovario i c;
N80.2,Endometriosis de la trompa de aFalopio u r;
N80.3,Endometriosis del peritoneot pélvico l;
N80.4,Endometriosis del tabiquce rectovaginal ey de la vagina;
N80.5,Endometriosis del intestino;
N80.6,Endometriosis en cicatriz cutánesa a;
N80.8,Otras endometriosis;
"N80.9,""Endometriosis, no espefcificada d""";
N81.0,);
N81.1,);
N81.2,–N81.4);
N81.3,Prolapso uterovaginal completo;
N81.4,);
N81.5,) 534;
N81.6,Rectocele;
N81.8,Otros prolapsos genitales femeninos r;
"N81.9,""Prolapso genital femenino, nto especificadol""";
N82.0,–N82.1);
N82.1,);
N82.2,–N82.4);
N82.3,);
N82.4,) z • regoiones anal y rec tal (K60.–);
N82.8,DOtras fístulas del tracto genital femenino;
"N82.9,""Fístula del tracto genital femenino, sin otra especificación""";
N83.0,Quiste folicular del ovario;
N83.1,Quiste del cuerpo amarillo;
N83.2,Otros quistes ováricos y los no especificados;
N83.3,Atrofia adquirida del ovario y de la trompa de Falcopio;
N83.4,Prolapso y hernia del ovario y dae la trompa deu Falopio r;
